scenario,sf,workers,strategy,query_no,query_id,status,error_category,elapsed_ms,elapsed_sec,success,response_code,response_message,source_file,restart_from
SF10_N0,10,0,baseline,75,Q075,SUCCESS,NA,15166,15.166,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,76,Q076,SUCCESS,NA,19337,19.337,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,77,Q077,SUCCESS,NA,17383,17.383,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,78,Q078,SUCCESS,NA,15348,15.348,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,79,Q079,SUCCESS,NA,17057,17.057,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,80,Q080,SUCCESS,NA,189,0.189,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,81,Q081,SUCCESS,NA,594,0.594,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,82,Q082,SUCCESS,NA,7335,7.335,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,83,Q083,SUCCESS,NA,4457,4.457,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,84,Q084,SUCCESS,NA,1517,1.517,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,85,Q085,SUCCESS,NA,1753,1.753,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,86,Q086,SUCCESS,NA,18654,18.654,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,87,Q087,SUCCESS,NA,6064,6.064,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,88,Q088,SUCCESS,NA,7180,7.18,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,89,Q089,SUCCESS,NA,6410,6.41,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,90,Q090,SUCCESS,NA,4898,4.898,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,91,Q091,SUCCESS,NA,490,0.49,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,92,Q092,SUCCESS,NA,23675,23.675,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,93,Q093,SUCCESS,NA,21924,21.924,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,94,Q094,SUCCESS,NA,2018,2.018,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,95,Q095,SUCCESS,NA,1621,1.621,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,96,Q096,SUCCESS,NA,1596,1.596,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,97,Q097,SUCCESS,NA,11080,11.08,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,98,Q098,SUCCESS,NA,8878,8.878,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,99,Q099,SUCCESS,NA,399500,399.5,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,100,Q100,SUCCESS,NA,2433,2.433,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,101,Q101,SUCCESS,NA,1899119,1899.119,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,102,Q102,SUCCESS,NA,4543,4.543,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,103,Q103,SUCCESS,NA,12733,12.733,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,104,Q104,SUCCESS,NA,9989,9.989,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,105,Q105,SUCCESS,NA,5737,5.737,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,106,Q106,SUCCESS,NA,8750,8.75,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,107,Q107,SUCCESS,NA,16982,16.982,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,108,Q108,SUCCESS,NA,16485,16.485,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,109,Q109,SUCCESS,NA,8103,8.103,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,110,Q110,SUCCESS,NA,14117,14.117,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,111,Q111,SUCCESS,NA,9091,9.091,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,112,Q112,SUCCESS,NA,8363,8.363,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,113,Q113,SUCCESS,NA,8179,8.179,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,114,Q114,SUCCESS,NA,2098,2.098,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,115,Q115,SUCCESS,NA,96421,96.421,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,116,Q116,SUCCESS,NA,23257,23.257,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,117,Q117,SUCCESS,NA,16396,16.396,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,118,Q118,SUCCESS,NA,18376,18.376,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,119,Q119,SUCCESS,NA,12871,12.871,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,120,Q120,SUCCESS,NA,1391,1.391,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,121,Q121,SUCCESS,NA,12876,12.876,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,122,Q122,SUCCESS,NA,18782,18.782,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,123,Q123,SUCCESS,NA,25753,25.753,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,124,Q124,SUCCESS,NA,10817,10.817,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,125,Q125,SUCCESS,NA,291068,291.068,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,126,Q126,SUCCESS,NA,13970,13.97,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,127,Q127,SUCCESS,NA,11678,11.678,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,128,Q128,SUCCESS,NA,30742,30.742,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,129,Q129,SUCCESS,NA,5759,5.759,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,130,Q130,SUCCESS,NA,3210,3.21,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,131,Q131,SUCCESS,NA,4276,4.276,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,132,Q132,SUCCESS,NA,6282,6.282,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,133,Q133,SUCCESS,NA,33147,33.147,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,134,Q134,SUCCESS,NA,59882,59.882,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,135,Q135,SUCCESS,NA,785,0.785,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,136,Q136,SUCCESS,NA,18761,18.761,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,137,Q137,SUCCESS,NA,14967,14.967,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,138,Q138,SUCCESS,NA,6290,6.29,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,139,Q139,SUCCESS,NA,8160,8.16,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,140,Q140,SUCCESS,NA,8204,8.204,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,141,Q141,SUCCESS,NA,4384,4.384,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,142,Q142,SUCCESS,NA,449,0.449,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,143,Q143,SUCCESS,NA,3502,3.502,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,144,Q144,SUCCESS,NA,4638,4.638,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,145,Q145,SUCCESS,NA,4680,4.68,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,146,Q146,SUCCESS,NA,5354,5.354,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,147,Q147,SUCCESS,NA,5032,5.032,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,148,Q148,SUCCESS,NA,14682,14.682,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,149,Q149,SUCCESS,NA,13447,13.447,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,150,Q150,SUCCESS,NA,6956,6.956,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,151,Q151,SUCCESS,NA,19989,19.989,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,152,Q152,SUCCESS,NA,20553,20.553,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,153,Q153,SUCCESS,NA,34928,34.928,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,154,Q154,SUCCESS,NA,35174,35.174,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,155,Q155,SUCCESS,NA,26747,26.747,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,156,Q156,SUCCESS,NA,12187,12.187,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,157,Q157,SUCCESS,NA,14907,14.907,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,158,Q158,SUCCESS,NA,17292,17.292,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,159,Q159,SUCCESS,NA,15244,15.244,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,160,Q160,SUCCESS,NA,8853,8.853,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,161,Q161,SUCCESS,NA,6532,6.532,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,162,Q162,SUCCESS,NA,1862,1.862,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,163,Q163,SUCCESS,NA,1953,1.953,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,164,Q164,SUCCESS,NA,8984,8.984,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,165,Q165,SUCCESS,NA,9136,9.136,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,166,Q166,SUCCESS,NA,9564,9.564,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,167,Q167,SUCCESS,NA,15213,15.213,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,168,Q168,SUCCESS,NA,15260,15.26,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,169,Q169,SUCCESS,NA,15587,15.587,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,170,Q170,SUCCESS,NA,16398,16.398,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,171,Q171,SUCCESS,NA,15840,15.84,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,172,Q172,SUCCESS,NA,1628,1.628,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,173,Q173,SUCCESS,NA,1544,1.544,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,174,Q174,SUCCESS,NA,1666,1.666,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,175,Q175,SUCCESS,NA,5908,5.908,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,176,Q176,SUCCESS,NA,5334,5.334,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,177,Q177,SUCCESS,NA,5167,5.167,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,178,Q178,SUCCESS,NA,5585,5.585,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,179,Q179,SUCCESS,NA,7835,7.835,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,180,Q180,SUCCESS,NA,8167,8.167,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,181,Q181,SUCCESS,NA,4304,4.304,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,182,Q182,SUCCESS,NA,6565,6.565,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,183,Q183,SUCCESS,NA,11456,11.456,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,184,Q184,SUCCESS,NA,12501,12.501,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,185,Q185,SUCCESS,NA,6147,6.147,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,186,Q186,SUCCESS,NA,22126,22.126,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,187,Q187,SUCCESS,NA,6826,6.826,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,188,Q188,SUCCESS,NA,3520,3.52,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,189,Q189,SUCCESS,NA,14216,14.216,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,190,Q190,SUCCESS,NA,14855,14.855,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,191,Q191,SUCCESS,NA,10621,10.621,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,192,Q192,SUCCESS,NA,20824,20.824,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,193,Q193,SUCCESS,NA,22706,22.706,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,194,Q194,SUCCESS,NA,4893,4.893,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,195,Q195,SUCCESS,NA,3864,3.864,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,196,Q196,SUCCESS,NA,3879,3.879,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,197,Q197,SUCCESS,NA,32766,32.766,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,198,Q198,SUCCESS,NA,51321,51.321,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,199,Q199,SUCCESS,NA,644,0.644,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,200,Q200,SUCCESS,NA,2396,2.396,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
SF10_N0,10,0,baseline,201,Q201,SUCCESS,NA,1485,1.485,TRUE,200,OK,rezultate_sf10_n0_baseline.csv,1
